@relation social_media_sentiment

@attribute text string
@attribute sentiment {positive, negative, neutral}

@data
"I love Overnight. And they`ve worked with me on printing/shipping issues.  sorry it didn`t work out for you.", neutral
"aw how to lose a guy in ten days  <3", neutral
"haha **** hell i know ay. **** son he`s just making trouble. we could take him.", negative
"i wish i had friends i could spend the night with", negative
"aww, thanks babe!  you and yours have plans for tomorrow?", positive
"good morning everbody!", positive
"i am sorry i don`t like girls ~that way", negative
"love new shoes  thanks wine lo", positive
"Playing logical gates games with Charles on : http://tinyurl.com/6jwjmy  Charles took less than 5 mn to make a light bulb flicker", neutral
"homee from wango tango, i had fun  really tired now. wrapping moms present and passing out. <3", positive
"Fresh change from hearing i write sins hey!!?? Not that theres anything wrong with that!", neutral
"I like tweet deck and I`ll try the other one u recomended Thanks", positive
"Know what would be great? For my shoulder to stop hurting so I can sleep normal again.  I just want/need a few solid hours of good sleep.", neutral
"missing someonee...", negative
"back to work tomoo  day 1 of 5 it will bee.", neutral
"Wow. That`s looks really good. I wish I had some. Was it good?", positive
"i wasn`t able to go the conference.so I didn`t get the outline.. however I have been doing my own & it`s coming along.", neutral
"I only came across viva la juicy on fri, no testers only body lotion in the store.... but i defo need to get it asap", neutral
"Maybe because you got in 4 hours ago from an awesome night? Nah, that can`t be it.", neutral
"i miss you  when are you gonna be down in irvine again?? liz and i were just reminiscing about all our adventures.", negative
": Yes, that`s what I was implying. Was a bit too subtle, as usual, I suppose.", neutral
"_kat why not??  ****", neutral
"So that is different than normal how?", neutral
"received her first pressie. Happy happy.", positive
"California`s budget deficit (now at $24.3 billion) means big problems and lots of cuts, including 220 of our state parks", negative
"I think the very late night on Friday just hit me  off to town to meet a friend soon for ice cream and coffee", neutral
"weekend with my cuzzo Vivi, I can`t stand to have her leave me in 3 weeks", negative
"I don`t think I am going to get to see any of the sun today  gutted I NEED COLOUR!", negative
"I can`t buy, only rent!", neutral
"Playing see you again-miley cyrus in the shop", neutral
"Needs to `unfollow` some tweeps, its not that I dislike you but I can`t keep up with you tweeting literally every 2 minutes! Sorry", negative
"boo (but will I listen?)", negative
"there u go", neutral
"i just successfully defeated the swine flue with the power of positive thinking!  #Swineflu #H1N1 #Swine Flu", positive
"Home !! Home @ last !!!!! Time to step outside for some life", neutral
"typical Google Docs is down  oh well open Pages", neutral
"_the_bear  I love  the names!", positive
"oww...just bit my tongue", neutral
"Well alright. But #dollhouse is still fricking awesome. Elisha`s performance in last weeks episode sold me there too, finally", positive
"happy mothers day ang", positive
"im slowly losing followers one by one.", negative
"Bonjour.. Did you sleep well?", neutral
"I`ll make him nachos tomorrow. Better than if he would have made them himself.", neutral
"3 years in 2 months!! hooorah! can`t wait!", positive
"Belated kay Tita.  Wow! 2 prizes in a day! Congrats!", positive
"waaaaay over all tht bitchy ninth grade **** (: half yearly exams over & im sickkk", negative
"aww  i will keep sending it ;)", positive
"It`s on today`s menu, don`t worry", positive
"One week until Race for the Cure! Please donate if you`re able http://bit.ly/UFR1U and wish me luck on my 5 mile training run tomorrow", neutral
"watching saturday night live; justin timberlake hosts", neutral
"Ustream replay for Control Your Rankings.  http://www.controlyourrankings.com/launch1/ustream.html", neutral
"can`t sleep so i`m watching some more Gilmore Girls", neutral
". welcome to Twitter!!!    Love you!!!  Can`t wait to see you next month", positive
"feeling bad for Daisy, she cries in every episode       i watch waaaaay too much tv", negative
"watching some scary movies with my friend", neutral
"is veryyy upset she cant go to hacienda tonight because the stupid nuggets game", negative
"I wonder if she knows how shallow, airy & dumb her tweets make her sound. I guess not b/c if she did...she`d probably stop", negative
"Urghh, I`m gonna do my project now  don`t wanna waste valuable weekend time", positive
"didn`t make it to 1000 but I smoked her.  She`s at 60 and I`m at 260.  thank you! How r u?", positive
"great night! great peolple!", positive
"Ugh! I just realized that I have to completely redo my tweetdeck groups! Pains of computer being wiped clean!", negative
"is having a well-deserved break today..NO PHONE CALLS, NO EMAILS..only plenty of catch up movies to doooooo", positive
"I haven`t got ANY cupcakes yet  I was hoping if I said it enough, some would appear!", positive
"Can I have your old one?", neutral
"says BAD TRIP! (angry)  http://plurk.com/p/wxshi", negative
"apologies don`t fix hurt feelings kev.  anyway i`ll get it from u next time I c u.", negative
"and he REALLY doesn`t like Shiny Happy People. I`m a local REM expert btw. Saw them for the first time in 1986.", negative
"John at a college thing   staying home all weekend and hanging out with my momma. Sushi tonight <3", neutral
"I had my hair cut today and my boyfriend didn`t notice....", neutral
"The portuguese national library could use it also. Right now they seem to be stuck somewhere circa 1995. Example http://u.nu/7y68", negative
"Guus`s last game 2moz", neutral
"zoombezi bay was soooo fun!! buuuut my legs are soooooo sunburnt", neutral
"haha gunna go buy a whole bunch of emo/punk clothes", neutral
"@_callmeCourt always welcome hun", positive
"its not mothers day on the west coast, tyvm", positive
"Bruno arghhhh i cant wait", negative
"MCFLY?!!  Aren`t they the best band ever? I wish I were there to watch the concert. Singapore isn`t a place they`d tour.", neutral
"just completed button hunt 3", neutral
"I was looking forward to seeing  in Raleigh (fan for 10 years NB too) but scalpers took the tix and sell them for $200  morons", positive
"Dogs eyes seem bad. Just forked out on new washing machine so why not a vets bill to top it off eh?!?!", negative
"long, fun day  now for some relaxation. some TV with the mom, then sleeeep", positive
"Jamie @ Sean Cody, up for some angry ****?: Jamie @ Sean Cody, I wouldn`t piss this one off  Hey there Guys, Do.. http://tinyurl.com/ddyyd6", neutral
"No, i dont think its bad. And its very well edited, too.", positive
"I dont think so", neutral
"i`m not sure what stracchino is, but it sounds good.", positive
"Not going to graduation, hubby-to-be not feeling well  so instead, doing more job hunting online!", negative
"thanks.  I`m self so I don`t see the 'my Account' area.  I`ll have to dig deeper it seems", neutral
"3OH!3 - Rich man is amazing, really can`t be bothered for school on Monday", positive
"http://wave.google.com/ <3 Google ... wish they`d spend a bit more time adding bits to Chrome though", positive
"Sometimes I wish I was a warden", neutral
"Not looking forward to this long trip in the morning. I`m sick", negative
"Busy but fantastic. Tried to unplug for a few days.   Thank you for the FF!!", positive
"With E3 coming up the worst possible thing happened. No not swine flu! not AIDS! RROD!!!!!!!!!!!!!!", negative
"boo i`m a week late  how long u in town for?", neutral
".. these holidays are soo boring..", negative
"AZ`s Finest Vol. 3...intro, how it lookn?????", neutral
"lets go home", neutral
"Official whine-tweet for today. Nothing specified", neutral
"can`t go to bed  An am sooooo tired!!!", negative
"yeah... it`s gonna be a long while for me.", neutral
"_and_Zi Thanks! I`m on my way now", positive
"Shared Kim Hï¿½ltermand - Portfolio: Shared by Kaare Finally a dane  IÂ´ve got the honor to do the amazing.. http://tinyurl.com/coypsl", positive
"he`s not **** Lol. He`s a riot definitely, but not at nkotb concert. I want 2b a smitten girl with no distractions that night", neutral
"is a bit tired. I blame the rain.  http://plurk.com/p/x2jc9", negative
"very malakas ang ulan. how will i go to fort", neutral
"what a riot..now you can tell you`re friends you`ve got chlamydia..but you`re hoping to get pox-syphilis soon", negative
"that is my idea of good dinner  happy munchin", positive
"I know! I can`t go either...it`s sad  She needs to come back to MI asap, haha", negative
"Happy Mothers Day mom!  I love you!", positive
"Horrible thought... I have to go back to work on Monday   Good thought... I only work for 90 minutes   Life is good.", negative
"LOL! Thanks for showing me `s site. I won`t tell hubby if you won`t.", neutral
"I had a small tweetbreak from twitter I think I needed it", neutral
"YES. He`s fascinating. I love his bedroom.. oh my God. The books.", positive
"Oh my god...my favorite havaianas just broke after three years or service  they will be missed. and they were molded perfectly to my feet", neutral
"It`s Friday, but not the most pleasant ones  waaaaaay to much work...", negative
"are you daft  your now going to recieve a million friend invites on xbox now and one of them shall be me", neutral
"No, but I missed you", negative
"Its a gorgeous day and I`m going to work allll day  Just gotta keep telling myself its for NYC!!", positive
